index,Price_Date
247,18-09-2019
248,19-09-2019
249,20-09-2019
250,21-09-2019
251,22-09-2019
252,23-09-2019
253,24-09-2019
254,25-09-2019
255,26-09-2019
256,27-09-2019
257,28-09-2019
258,29-09-2019
259,30-09-2019
260,01-10-2019
261,02-10-2019
262,03-10-2019
263,04-10-2019
264,06-10-2019
265,07-10-2019
266,08-10-2019
267,09-10-2019
268,10-10-2019
269,11-10-2019
270,12-10-2019
271,13-10-2019
272,14-10-2019
273,15-10-2019
274,16-10-2019
275,17-10-2019
276,18-10-2019
277,19-10-2019
278,20-10-2019
279,21-10-2019
280,22-10-2019
281,23-10-2019
282,24-10-2019
283,26-10-2019
284,27-10-2019
285,28-10-2019
286,29-10-2019
287,30-10-2019
288,31-10-2019
289,01-11-2019
290,02-11-2019
291,03-11-2019
292,04-11-2019
293,05-11-2019
294,06-11-2019
295,07-11-2019
296,08-11-2019
297,09-11-2019
298,10-11-2019
299,11-11-2019
300,12-11-2019
301,13-11-2019
302,14-11-2019
303,15-11-2019
304,16-11-2019
305,17-11-2019
306,18-11-2019
307,19-11-2019
308,20-11-2019
309,21-11-2019
310,22-11-2019
311,23-11-2019
312,24-11-2019
313,25-11-2019
314,26-11-2019
315,27-11-2019
316,29-11-2019
317,30-11-2019
318,01-12-2019
319,04-12-2019
320,05-12-2019
321,06-12-2019
322,07-12-2019
323,08-12-2019
324,09-12-2019
325,10-12-2019
326,11-12-2019
327,12-12-2019
328,13-12-2019
329,14-12-2019
330,15-12-2019
331,16-12-2019
332,17-12-2019
333,19-12-2019
334,20-12-2019
335,21-12-2019
336,22-12-2019
337,23-12-2019
338,24-12-2019
339,25-12-2019
340,26-12-2019
341,27-12-2019
342,28-12-2019
343,29-12-2019
344,30-12-2019
345,31-12-2019
